,nature,type,id,description,cwe_counts,cwe_id
21,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,14,79
22,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,14,79
23,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),14,79
24,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,14,79
25,MemberOf,view,884,CWE Cross-section,14,79
26,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),14,79
27,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,14,79
28,MemberOf,category,1005,7PK - Input Validation and Representation,14,79
29,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),14,79
30,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,14,79
31,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,14,79
32,MemberOf,category,1308,CISQ Quality Measures - Security,14,79
33,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,14,79
34,MemberOf,view,1340,CISQ Data Protection Measures,14,79
35,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,14,79
36,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,14,79
37,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,14,79
38,MemberOf,category,1409,Comprehensive Categorization: Injection,14,79
39,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,14,79
2,ChildOf,pillar,707,Improper Neutralization,14,116
3,ParentOf,base,117,Improper Output Neutralization for Logs,14,116
4,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,14,116
5,ParentOf,base,838,Inappropriate Encoding for Output Context,14,116
6,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),14,116
7,ParentOf,base,838,Inappropriate Encoding for Output Context,14,116
8,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,14,116
9,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),14,116
10,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),14,116
11,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,14,116
12,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,14,116
13,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),14,116
14,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),14,116
15,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,14,116
16,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,14,116
3,ChildOf,class,668,Exposure of Resource to Wrong Sphere,59,200
4,ParentOf,base,201,Insertion of Sensitive Information Into Sent Data,59,200
5,ParentOf,base,203,Observable Discrepancy,59,200
6,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,59,200
7,ParentOf,base,213,Exposure of Sensitive Information Due to Incompatible Policies,59,200
8,ParentOf,base,215,Insertion of Sensitive Information Into Debugging Code,59,200
9,ParentOf,base,359,Exposure of Private Personal Information to an Unauthorized Actor,59,200
10,ParentOf,base,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,59,200
11,ParentOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,59,200
12,ParentOf,base,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,59,200
13,ParentOf,base,1273,Device Unlock Credential Sharing,59,200
14,ParentOf,base,1295,Debug Messages Revealing Unnecessary Information,59,200
15,CanFollow,variant,498,Cloneable Class Containing Sensitive Information,59,200
16,CanFollow,variant,499,Serializable Class Containing Sensitive Data,59,200
17,CanFollow,base,1272,Sensitive Information Uncleared Before Debug/Power State Transition,59,200
18,ParentOf,base,203,Observable Discrepancy,59,200
19,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,59,200
20,ParentOf,base,532,Insertion of Sensitive Information into Log File,59,200
21,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,59,200
22,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,59,200
23,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,200
24,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,59,200
25,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,59,200
26,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,59,200
27,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,59,200
28,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,59,200
29,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,200
3,ChildOf,class,755,Improper Handling of Exceptional Conditions,51,209
4,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,51,209
5,ParentOf,base,210,Self-generated Error Message Containing Sensitive Information,51,209
6,ParentOf,base,211,Externally-Generated Error Message Containing Sensitive Information,51,209
7,ParentOf,variant,550,Server-generated Error Message Containing Sensitive Information,51,209
8,PeerOf,base,1295,Debug Messages Revealing Unnecessary Information,51,209
9,CanFollow,variant,600,Uncaught Exception in Servlet,51,209
10,CanFollow,base,756,Missing Custom Error Page,51,209
11,MemberOf,category,199,Information Management Errors,51,209
12,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",51,209
13,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,51,209
14,MemberOf,category,1015,Limit Access,51,209
15,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,51,209
16,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,51,209
17,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,51,209
18,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,51,209
19,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,51,209
20,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,51,209
21,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),51,209
22,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,51,209
23,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),51,209
24,MemberOf,view,884,CWE Cross-section,51,209
25,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,51,209
26,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,51,209
27,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,51,209
28,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,51,209
29,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,51,209
2,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,51,497
3,ParentOf,base,214,Invocation of Process Using Visible Sensitive Information,51,497
4,ParentOf,variant,548,Exposure of Information Through Directory Listing,51,497
5,MemberOf,category,199,Information Management Errors,51,497
6,MemberOf,category,485,7PK - Encapsulation,51,497
7,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),51,497
8,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),51,497
9,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,51,497
10,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,51,497
11,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,51,497
2,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10,601
3,MemberOf,category,19,Data Processing Errors,10,601
4,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10,601
5,MemberOf,category,1019,Validate Inputs,10,601
6,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,10,601
7,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,10,601
8,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,10,601
9,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,10,601
10,MemberOf,view,884,CWE Cross-section,10,601
11,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,10,601
12,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,10,601
13,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,10,601
14,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,10,601
15,MemberOf,category,1396,Comprehensive Categorization: Access Control,10,601
3,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,1,94
4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
5,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),1,94
6,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),1,94
7,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,1,94
8,CanFollow,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),1,94
9,MemberOf,category,137,Data Neutralization Issues,1,94
10,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,94
11,MemberOf,category,1019,Validate Inputs,1,94
12,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,1,94
13,MemberOf,category,752,2009 Top 25 - Risky Resource Management,1,94
14,MemberOf,view,884,CWE Cross-section,1,94
15,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,1,94
16,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,1,94
17,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,94
18,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,1,94
19,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,94
20,MemberOf,category,1409,Comprehensive Categorization: Injection,1,94
21,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,94
2,ChildOf,base,94,Improper Control of Generation of Code ('Code Injection'),1,95
3,MemberOf,category,1019,Validate Inputs,1,95
4,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,1,95
5,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,1,95
6,MemberOf,view,884,CWE Cross-section,1,95
7,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,1,95
8,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),1,95
9,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,95
10,MemberOf,category,1409,Comprehensive Categorization: Injection,1,95
2,ChildOf,pillar,707,Improper Neutralization,1,116
3,ParentOf,base,117,Improper Output Neutralization for Logs,1,116
4,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,1,116
5,ParentOf,base,838,Inappropriate Encoding for Output Context,1,116
6,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1,116
7,ParentOf,base,838,Inappropriate Encoding for Output Context,1,116
8,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,1,116
9,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),1,116
10,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),1,116
11,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,1,116
12,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,1,116
13,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),1,116
14,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),1,116
15,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1,116
16,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,1,116
1,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,3,502
2,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,3,502
3,MemberOf,category,399,Resource Management Errors,3,502
4,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,3,502
5,MemberOf,category,1019,Validate Inputs,3,502
6,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),3,502
7,MemberOf,view,884,CWE Cross-section,3,502
8,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,3,502
9,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,3,502
10,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),3,502
11,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,3,502
12,MemberOf,category,1308,CISQ Quality Measures - Security,3,502
13,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,3,502
14,MemberOf,view,1340,CISQ Data Protection Measures,3,502
15,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,3,502
16,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3,502
17,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,3,502
18,MemberOf,category,1415,Comprehensive Categorization: Resource Control,3,502
19,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,3,502
1,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),7,918
2,MemberOf,category,417,Communication Channel Errors,7,918
3,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,7,918
4,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,7,918
5,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),7,918
6,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,7,918
7,MemberOf,category,1396,Comprehensive Categorization: Access Control,7,918
8,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,7,918
2,ChildOf,pillar,707,Improper Neutralization,2,20
3,ParentOf,base,179,Incorrect Behavior Order: Early Validation,2,20
4,ParentOf,variant,622,Improper Validation of Function Hook Arguments,2,20
5,ParentOf,base,1173,Improper Use of Validation Framework,2,20
6,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,2,20
7,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",2,20
8,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,2,20
9,ParentOf,base,1287,Improper Validation of Specified Type of Input,2,20
10,ParentOf,base,1288,Improper Validation of Consistency within Input,2,20
11,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,2,20
12,PeerOf,class,345,Insufficient Verification of Data Authenticity,2,20
13,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2,20
14,CanPrecede,base,41,Improper Resolution of Path Equivalence,2,20
15,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,20
16,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,20
17,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,2,20
18,ParentOf,variant,129,Improper Validation of Array Index,2,20
19,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,2,20
20,MemberOf,category,1019,Validate Inputs,2,20
21,ParentOf,base,15,External Control of System or Configuration Setting,2,20
22,ParentOf,base,73,External Control of File Name or Path,2,20
23,ParentOf,variant,102,Struts: Duplicate Validation Forms,2,20
24,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,2,20
25,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,2,20
26,ParentOf,variant,105,Struts: Form Field Without Validator,2,20
27,ParentOf,variant,106,Struts: Plug-in Framework not in Use,2,20
28,ParentOf,variant,107,Struts: Unused Validation Form,2,20
29,ParentOf,variant,108,Struts: Unvalidated Action Form,2,20
30,ParentOf,variant,109,Struts: Validator Turned Off,2,20
31,ParentOf,variant,110,Struts: Validator Without Form Field,2,20
32,ParentOf,variant,111,Direct Use of Unsafe JNI,2,20
33,ParentOf,base,112,Missing XML Validation,2,20
34,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),2,20
35,ParentOf,class,114,Process Control,2,20
36,ParentOf,base,117,Improper Output Neutralization for Logs,2,20
37,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2,20
38,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2,20
39,ParentOf,base,134,Use of Externally-Controlled Format String,2,20
40,ParentOf,base,170,Improper Null Termination,2,20
41,ParentOf,base,190,Integer Overflow or Wraparound,2,20
42,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,2,20
43,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),2,20
44,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,2,20
45,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,20
46,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,2,20
47,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),2,20
48,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),2,20
49,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),2,20
50,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),2,20
51,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,2,20
52,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),2,20
53,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),2,20
54,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),2,20
55,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,2,20
56,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,20
57,MemberOf,category,1005,7PK - Input Validation and Representation,2,20
58,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),2,20
59,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,20
60,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,20
61,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,2,20
62,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,20
63,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,2,20
64,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2,20
65,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,2,20
66,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,2,20
2,ChildOf,pillar,707,Improper Neutralization,2,116
3,ParentOf,base,117,Improper Output Neutralization for Logs,2,116
4,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,2,116
5,ParentOf,base,838,Inappropriate Encoding for Output Context,2,116
6,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,116
7,ParentOf,base,838,Inappropriate Encoding for Output Context,2,116
8,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,2,116
9,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),2,116
10,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),2,116
11,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,2,116
12,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,116
13,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),2,116
14,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),2,116
15,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,2,116
16,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,2,116
2,ChildOf,pillar,697,Incorrect Comparison,2,185
